"","sample","id","sign","text"
"78",78,589736,"Aries","            Ciao, babies. Glad you've created another discussion forum, yelahneb; hope it gets put to good use. I'll visit occasionally (like now, as my roommate's travelling & I can use her computer). Now I'm going back to sleep. Stay safe & warm, y'all; they're calling for snow flurries in the Big Apple tonite.         "
"79",79,589736,"Aries","           [4/5/2002 5:51:57 PM | miriam maddux] okay, okay. something wry? or interesting? i still like the one about the woman who was trying to sell her baby for a dog -  i'll ask once again - what is your trade-in value?   >>>>>i had to delete and recreate this post to do some admin stuff.  thanks for being the first to join, mir!          "
"80",80,589736,"Aries","           welcome, chummers, to the new and improved   circle of irony  .    join us as we blather on with a sense of relevence and self-importance about an endless array of topics:  politics... science... religion... politics again... yes, this is hard electronic proof that i (and now you, apparently) have one or more of the following:   1.  no life 2   too much idle time 3.  a job with a computer (those fools think you're working - you'll show *them*!) 4.  an idiot in your life named ben   sooo, with those qualifiers out of the way, let the posturing and mindless chatter commence!  this way, there's no need for us to clog our inboxes with meandering discussion threads - and if you no likey the thread, you can simply not visit the site for a few days.  it's beautiful, man...  now get posting!  if you've replied to the 'blogger invite' that i sent, you should be able to post by now to the special 'publishing' site.  the page that you add posts to (or 'publish', as blogger describes it) gives you an entry screen at the top.  once you've 'published' whatever bit of wry writ you've come up with, you can then go to  http://yelahneb.blogspot.com  to check it out by clicking on the 'view web page' link.  in other words, the site you enter your rant on isn't the same site for viewing everyone else's. if you have any questions, give me a holler.  if this seems like more trouble than it's worth, go back to sleep.         "
"81",81,589736,"Aries","            you've come a long way, baby   'Before all of this happened I was extremely interested in posing,' Silvas said in an interview posted on the Playboy Web site. 'I have the utmost respect for the entire company, and I believe posing for Playboy is the American dream for a woman.'   http://www.cnn.com/2002/US/05/31/stripper.mom.reut/index.html          "
"82",82,589736,"Aries","           this is very scary and john - not from salon magazine.... what about protests and freedom of speech?  are we all supposed to sit there like robots while someone speaks?  isn't decorum an option rather than a legal issue?  http://abcnews.go.com/wire/US/ap20020530_1105.html            "
"83",83,589736,"Aries","           Speaking of Russia, what in the world is going on here?  Russia became a junior member of NATO recently (like 2 days ago).  Correct if I'm wrong, but NATO was formed to combat the Warsaw Block (which died 10-15 years ago).  The Warsaw Block was held together by the USSR (aka Russia).  Why do we need NATO anymore if Russia is such a good friend that it is joining the very organization that participated in its defeat during the Cold War?!?!?  Something does not add up here.         "
"84",84,589736,"Aries","           in response to the russian article - every religion has it's beginnings somewhere and who knows, we can be looking at the beginning of another christ cult.  i felt very envious of the fact that this man is very secure with who and what he is - i loved the quote that to keep it simple he would start by telling us, yes, he is jesus christ.             "
"85",85,589736,"Aries","           I am going off of other people's words here, but, supposedly, the Ep II novel discusses spirits (for lack of a better word).  When Anakin has sanpped and is slaughtering the Tuskins, they pan back to Yoda and you here Qui-Gon say 'Anakin! Anakin! NO!!!!'  In the book, Yoda and Windu are puzzled by this, because there has aparently never been an reports of an afterlife or whatever you want to call it.  Taking that, you could assume that Yoda and Obi-Wan figured out how to live on.  Remember, Obi-Wan warns Vader that he will become more powerful than can be imagined.  Now, it does not explain Vader.  Mir - Obi-Wan did not communicate with Luke immediately upon his death, possibly explaining why Yoda did not.  As for sensing Leia, that's easy.  She was not attuned to the Force at that point, masking her from Vader.         "
"86",86,589736,"Aries","           'Sergei Torop was a traffic cop in the small Russian town of Minusinsk until 1989, when he announced that he was the son of God. Now he commands a following of thousands and rules over a large swath of the Siberian mountains. Ian Traynor makes a pilgrimage.'  http://www.guardian.co.uk/g2/story/0,3604,721088,00.html            "
"87",87,589736,"Aries","           i think you may be putting much more thought into your analysis of the movie than was actually put into the script for attack of the clones or phantom menace.  the issues you are pointing out are due to inconsistency on the part of george lucas.   then again, one could argue why was obi-wan able to communicate with luke after his death but yoda wasn't? or why darth vader could sense luke but couldn't sense leia ? my point being is that there are no real answers to these questions - we could conjecture on what the answers are but none of these very valid points were addressed in the movies so we can only assume that it was lucas who was not paying attention to the details of his films.            "
